0,67866.02,68476.27,73629.9,68742.89,65136.78,75716.49,65573.18,71842.74,74245.42,73461.54,61170.15,69909.7,71851.07,70470.13,69144.79,72525.75,70274.46,65358.54,69348.67,69201.1,68017.54,70318.3,70623.69,76253.44
1010,88097.8,82433.95,82854.99,85072.84,88019.74,80678.0,88663.59,85722.92,85275.76,86454.85,91221.77,83912.51,82470.9,81201.3,89189.65,79700.53,86600.52,79024.94,85076.95,83219.84,77547.95,83463.37,81692.43,88773.69
2011,9722.22,10088.7,10870.35,10194.49,10495.97,10377.03,9929.53,10672.11,10147.42,10737.65,10608.37,9972.09,10143.01,10265.86,9746.05,10397.41,9616.25,10330.54,11132.82,9732.36,10230.9,10275.17,10872.69,9948.88
3070,11311.79,12207.46,10786.39,11460.47,11796.95,11342.37,11940.77,11058.81,11587.09,11837.02,11612.33,11578.99,10488.97,11449.02,11917.24,11406.34,12005.53,11226.75,12195.61,12054.38,11419.57,11325.64,12153.73,12219.1
4071,9433.25,9843.62,9765.68,9594.72,10052.0,7800.52,9613.28,9841.5,10117.03,10293.91,8826.3,9858.83,9505.37,8442.95,9450.91,10258.23,9589.31,10550.06,10119.51,9398.56,9571.52,9070.59,8749.0,9688.09
5140,17223.93,18080.89,15949.05,16709.45,16894.52,16266.52,16488.9,15812.68,14937.47,14676.46,16022.96,16058.95,15249.52,17058.86,17650.89,15648.35,17844.85,15230.97,16088.48,17391.82,16887.49,16125.28,16212.67,16205.51
6400,20565.22,19665.89,22088.97,20462.85,20084.99,20532.61,20156.34,20612.15,18579.98,21355.31,20751.67,20252.83,20618.01,20957.34,19524.26,21028.17,21900.17,17614.54,20256.06,19929.29,20419.57,20468.78,23457.27,21417.97
7422,31182.98,30348.22,34882.36,29887.12,29948.77,29536.35,31765.04,29390.72,34424.99,30326.11,31785.9,31057.5,34009.09,30696.06,28721.38,33510.12,29814.41,29089.11,36386.84,30912.66,29826.27,30234.87,30813.09,31822.15
8440,46100.11,41850.58,44737.5,41144.73,48516.06,44562.06,41880.42,45663.33,42939.96,46309.9,45813.15,41909.33,44663.96,44359.98,42003.02,45648.62,50585.15,44610.47,47861.43,45013.34,46011.84,46701.02,41982.78,42689.94
9600,50715.14,53801.82,51856.61,53876.04,46082.43,46347.57,48751.68,50023.53,54003.01,46891.3,53705.32,57346.54,52229.55,53101.26,51756.19,51618.89,55476.31,49504.21,49566.28,49878.76,51009.21,44854.8,52142.14,51915.8
10609,47429.41,46414.58,40423.16,45849.8,43165.76,42251.58,46232.18,39442.03,42673.07,44886.68,44904.96,47555.81,41632.5,44620.92,41752.31,46661.74,47668.66,47688.01,44829.16,47990.52,48473.84,45787.14,46047.8,47461.96
11610,48376.07,54134.48,53347.93,53719.27,48364.07,51450.31,53580.62,46849.13,52837.12,58938.51,50623.94,46986.54,52494.98,56657.82,51257.84,49058.38,52507.57,52824.85,52458.34,52335.18,56912.03,47611.63,51145.91,51803.36
12619,37052.02,38860.15,36528.98,36000.09,37338.54,35568.05,34406.23,35344.5,37699.55,36973.53,35391.5,39634.25,38088.57,35085.07,35034.79,36803.77,36598.72,37202.49,36972.47,37274.01,33191.87,37086.65,36946.81,35972.12
13829,59090.0,55076.73,56634.55,56205.82,64443.94,56191.99,55768.98,55553.01,58922.94,58610.8,56850.82,53223.46,53155.42,52908.93,58609.52,62956.24,60329.26,62058.05,54972.47,63220.63,57408.4,57380.87,57309.53,64740.37
14839,58045.36,51835.09,47939.14,53956.42,52868.22,54454.31,58005.18,48524.79,54304.09,57155.65,56891.56,55692.36,56283.2,60733.47,58128.3,60072.2,54262.2,54029.7,55166.23,55530.81,53222.19,56378.5,51650.15,54788.41
15848,55023.95,52870.44,53161.19,53336.84,55082.54,56936.07,56683.98,54943.76,56358.54,58729.28,54341.41,54313.17,56219.55,53144.62,57611.84,53462.85,57743.89,54000.22,62355.84,59338.27,54782.27,58737.75,58647.07,58165.7
16849,40135.01,40325.86,46195.45,42512.56,44498.41,41614.72,43387.47,40846.51,41232.86,40959.33,40126.33,42815.3,41451.85,38179.29,42629.48,39784.01,42390.18,42121.08,43120.84,40973.44,38288.33,39432.99,39744.05,37974.87
17850,54360.66,54495.11,54819.62,56410.8,53833.87,59006.78,55615.74,50287.2,54747.68,56435.02,59893.83,49513.35,58958.04,51843.39,54350.33,56118.61,54814.1,58158.43,54265.91,55492.89,55664.24,52805.27,53519.7,49605.95
18851,43344.05,43408.44,42249.07,41945.64,43545.18,38013.56,45208.0,42247.78,45885.01,43462.29,44537.79,44438.78,40889.45,39106.25,44861.17,41246.3,40008.77,43617.42,42698.84,43511.39,43989.89,43825.03,44952.52,43695.77
20100,54765.28,51974.73,52378.14,50574.56,53540.37,55588.52,52371.23,51137.79,53631.8,56134.71,52058.26,52303.03,55133.11,51458.33,55733.48,53576.46,51245.41,48866.29,53008.82,56954.22,50820.81,55378.44,51638.37,60268.45
21300,49040.94,49522.15,51898.61,50283.65,55908.38,53328.73,49767.74,53822.4,53844.85,55594.24,52885.7,55790.7,49068.34,48626.32,50872.22,49971.57,54534.46,53089.99,56403.88,55371.03,50761.0,49646.46,53499.19,47046.88
22301,52571.45,56900.33,52140.54,58859.44,59421.51,55399.73,55835.36,55222.0,56449.54,55980.87,53541.12,55144.97,55952.75,59124.59,54172.68,54703.4,60069.15,55513.02,57338.02,60526.1,56047.99,56413.85,57336.84,58034.92
23302,56542.73,55112.16,58675.03,52975.96,58941.71,51141.77,54177.03,55842.62,54989.12,56221.4,54401.63,54212.62,53338.37,59648.66,56699.27,53297.19,56298.88,57593.31,52149.53,56130.18,54697.38,56358.36,61416.74,59027.3
24309,45952.66,45544.96,43929.05,50009.23,45381.35,43566.11,46419.44,45985.34,42560.74,46757.09,44909.71,49309.93,42310.44,49205.13,44440.07,45142.24,45900.42,48782.2,48562.01,44683.24,45010.23,47177.37,50114.74,45622.16
