0,291476.37,290413.96,255779.29,255855.71,254796.73,284938.96,259030.57,284667.66,255792.9,281123.31,259942.03,265064.18,270657.63,258717.73,261545.56,270316.37,271238.47,289372.9,272221.05,262789.53,261856.21,256534.21,271569.25,267942.71
692,793798.13,761126.11,814831.9,772890.92,813147.19,739413.76,876691.61,858934.7,803411.27,813535.48,832360.81,837977.02,788918.29,819668.78,807142.29,791186.71,881257.83,805587.38,805916.43,809148.71,878494.41,750314.08,813431.62,819385.76
1693,723792.2,709158.59,691800.4,787113.41,689382.05,703488.6,681883.03,696486.83,717930.63,702710.18,696872.29,745119.22,731204.24,658997.36,726816.34,705307.58,696432.47,636435.32,687334.18,664162.39,694246.0,681979.81,744693.27,703743.48
2693,985021.06,980485.88,910425.84,911038.59,979125.95,939663.3,904290.19,941555.9,929528.47,934607.71,983244.55,1010909.13,986129.44,971489.22,1010719.32,1004590.94,995426.33,960412.15,953369.81,929701.39,1007029.41,981509.99,960514.21,976531.48
3692,778554.79,852869.46,767485.63,882311.08,818079.32,815826.9,854705.51,815067.43,832449.15,831711.93,829010.54,803469.25,787361.49,820886.43,772640.19,771926.68,781437.41,899956.94,790414.23,803855.27,836592.56,817023.55,831268.05,797108.33
4692,807171.86,848235.7,788993.64,823235.44,758758.4,800517.19,878965.57,909694.77,843373.1,729670.45,818937.92,865219.29,886967.8,762402.21,792953.26,816293.91,924869.64,794040.37,814403.4,845837.25,830960.21,836708.52,866994.48,818042.09
5692,719629.13,754563.98,675862.02,723223.31,702828.84,734214.97,716594.67,689626.04,752957.75,700983.29,739737.15,709904.0,714837.32,743210.07,706089.38,675416.25,682517.62,745043.37,697498.61,666040.45,765075.25,698377.54,670111.86,701739.03
6693,358008.89,301453.76,363030.38,383685.6,339599.42,346677.01,336278.47,371003.19,361241.0,363524.67,314628.09,332968.72,344944.94,351119.78,354912.5,357394.43,349128.37,317424.42,333380.84,340594.37,334345.95,327811.76,358375.17,341188.0
7692,1086755.99,1166157.33,1106131.81,1225085.71,1165833.0,1150251.68,1118975.9,1164617.09,1100212.69,1131609.41,1219892.05,1339792.91,1101668.1,1210201.0,1148778.97,1107973.33,1052571.98,1179818.04,1113975.79,1289813.21,1230312.67,1211514.47,1117381.53,1230991.06
8692,596565.26,740005.31,689289.89,736678.64,758576.61,708726.0,706278.34,704074.17,698490.64,713507.93,685844.42,697329.13,682818.44,786527.49,653898.92,748132.97,697283.38,690506.61,762885.97,754397.91,675755.7,653224.33,731898.89,726310.61
