0,723260.95,788533.61,694796.33,661722.74,790531.4,694813.06,669484.75,690912.03,692321.9,710511.42,720699.82,721988.71,708584.13,814684.72,702994.25,722885.41,709282.05,685074.4,739169.72,747560.42,712088.49,655827.76,753235.19,671217.63
840,965034.44,859721.72,980705.67,931733.32,824133.99,941197.15,926331.27,993667.53,951551.69,996837.43,933282.13,916698.36,895530.57,931972.16,1007472.25,973323.34,1020463.06,910020.48,975167.5,1017354.08,991655.06,1015517.49,1038557.72,951184.84
1840,1116143.39,1038980.22,989287.91,1073007.66,1152039.0,1065024.52,1115138.89,1092049.6,1067256.71,1124428.4,1164094.08,1168730.73,1145311.05,1073583.03,1064856.61,1135543.21,1131475.89,1146740.61,1183241.94,1193549.12,1100745.12,1026429.35,1134569.47,1112443.16
2840,1389049.1,1521792.19,1295459.32,1377780.94,1431963.44,1464035.92,1434008.67,1335630.95,1541381.69,1399163.67,1451731.22,1404480.98,1413444.09,1365685.19,1402745.26,1314839.35,1473873.68,1342422.26,1444157.78,1415791.01,1428911.17,1559382.83,1271093.46,1347104.53
3840,1009894.24,995130.88,1004923.89,1047113.45,997086.52,993798.14,978575.54,1108301.92,1020667.63,1044981.94,885626.71,1068246.89,932902.84,1041665.79,1019388.16,1038599.92,911032.33,1013212.21,1038488.43,1019324.25,1085456.25,1019217.56,1053063.62,984228.17
4840,1324108.74,1203355.74,1305300.33,1328565.38,1274628.93,1207084.24,1254412.17,1273937.67,1316963.8,1212105.21,1339158.1,1254966.98,1300538.33,1306629.2,1188013.63,1264309.52,1239049.96,1349952.61,1283919.3,1252455.59,1258547.13,1243225.47,1267874.67,1258362.66
5840,1331122.96,1329405.91,1398204.74,1327540.53,1477853.96,1308636.27,1295189.36,1382165.69,1339913.63,1420768.55,1435327.06,1356745.97,1269828.03,1336503.12,1293597.78,1420577.54,1323406.45,1399494.41,1329354.63,1276179.89,1438099.32,1227703.11,1356757.01,1480930.04
6840,1404145.37,1279146.24,1337652.53,1246445.48,1319205.82,1380606.66,1255620.76,1292260.85,1476351.49,1449236.61,1327664.4,1272470.2,1303891.95,1190434.42,1422280.54,1452415.54,1324149.07,1224858.63,1333474.6,1302634.37,1363132.97,1397235.57,1449369.19,1317853.69
7840,1392512.76,1488271.0,1444666.38,1427361.95,1511138.32,1423554.96,1323251.48,1439466.35,1314225.25,1433723.71,1389803.0,1468139.75,1519774.34,1405074.26,1434742.66,1360176.19,1549226.68,1321816.87,1554198.78,1506543.02,1389583.46,1412908.73,1248473.13,1437574.98
8840,1425288.54,1569492.9,1472265.79,1707222.74,1469260.6,1639089.54,1525745.7,1435388.97,1519024.06,1568526.28,1459101.53,1597033.65,1298231.33,1582388.18,1463627.44,1371909.3,1590523.76,1488712.83,1400621.42,1579905.25,1536943.43,1484569.05,1556221.98,1597459.55
9840,1273513.88,1241445.62,1311547.2,1185328.23,1426586.98,1365028.01,1291340.92,1375247.95,1410098.2,1338131.53,1303762.03,1265836.48,1326519.4,1315076.95,1316695.27,1359454.2,1378387.85,1285469.48,1276666.59,1475057.11,1372581.78,1365641.61,1324149.68,1336502.8
10840,1283122.46,1189866.32,1233216.22,1219699.56,1189512.31,1119265.74,1335087.23,1239257.34,1155130.86,1126478.81,1167238.31,1130141.42,1088302.09,1164305.17,1154556.63,1120193.38,1172156.38,1181360.07,1248421.73,1200538.9,1109606.98,1185797.94,1149077.13,1151471.82
11841,1343078.5,1454611.62,1253193.56,1348690.25,1340081.87,1254484.58,1344399.91,1295951.76,1341269.83,1313423.72,1458576.35,1198187.57,1312103.09,1282710.56,1265116.44,1316104.47,1271094.5,1301006.83,1330944.47,1348213.51,1378982.7,1373188.03,1346063.47,1322609.58
12840,1538841.19,1296744.0,1340671.8,1321400.79,1448453.96,1380738.85,1482565.71,1428047.98,1469395.99,1492364.39,1320939.64,1508441.78,1438089.36,1508743.82,1378710.24,1430193.89,1531337.03,1399970.42,1589494.4,1418159.3,1399239.64,1534843.94,1419550.56,1368550.31
13840,1684481.43,1714671.06,1523394.33,1571346.8,1724843.59,1567434.56,1542028.49,1443235.4,1574517.6,1517014.09,1469515.44,1557602.74,1606607.89,1403214.61,1564466.95,1591388.88,1659184.72,1537764.29,1758436.6,1608078.11,1500119.72,1620229.08,1564920.85,1691137.73
14841,1848764.83,1865463.32,1926442.23,1833380.65,1911928.2,1877249.6,2025990.14,1730382.68,1892458.64,1930070.93,1889779.85,1976052.59,1897768.04,1753279.2,1884594.37,1879529.53,1882332.55,1906254.27,1850116.96,1760133.28,1792057.55,1770262.7,1792729.39,1841016.18
15840,1904411.61,1959933.62,1869707.74,1862076.26,2088272.33,1994070.55,1786268.73,1726946.51,1969468.66,1954199.45,1923996.86,2015924.73,1850045.44,2038051.85,1787955.09,1990886.08,1895318.28,2019989.43,1978287.21,1945153.32,1961125.28,2000362.12,1961729.16,2033918.36
16841,1926575.17,2006426.37,1921740.81,1901197.67,1838534.45,1847237.99,1866559.57,1796273.7,1740739.45,1800069.98,1779396.71,1942505.79,1851326.93,1950815.96,1930224.64,1822678.86,1812367.62,1989180.88,1948278.77,1978055.75,1963858.43,1943701.68,1904456.11,1837615.79
17840,1587050.76,1640438.63,1647648.6,1502829.34,1553066.52,1781695.74,1617915.83,1693260.92,1618362.43,1739858.64,1682363.16,1631218.7,1561880.43,1623166.87,1692807.45,1586817.33,1679106.31,1601946.97,1630389.06,1747647.47,1709545.51,1658656.95,1617066.2,1599959.24
18840,1490619.25,1450515.4,1561478.79,1623976.93,1398708.22,1536887.81,1682559.99,1527548.77,1610002.34,1410709.4,1538890.08,1426931.74,1542116.57,1505448.93,1434754.82,1379602.78,1472501.28,1480644.49,1373503.31,1497232.85,1545231.71,1461962.53,1492094.25,1499547.87
19840,1913505.61,1807078.62,1810108.52,1674026.85,1745129.22,1869759.99,1895246.9,1716868.73,1895047.27,1860546.26,1818297.71,1877408.31,1580302.12,1850538.31,2021861.52,1582338.67,1718561.11,1721288.86,1966482.94,1908910.36,1738326.8,1753714.07,1842879.88,1952010.48
20840,1605304.56,1683793.98,1667815.94,1744506.44,1616502.67,1483566.25,1518742.07,1726093.3,1730647.47,1749574.44,1482558.61,1708098.07,1665581.07,1674922.43,1696491.29,1547433.14,1582645.87,1352404.74,1575230.98,1700153.51,1690523.38,1675338.73,1554773.23,1492703.6
21840,1870558.61,1761318.27,1871767.51,1833899.69,1917316.56,1666247.38,1813950.66,1967559.75,1769125.11,1860267.13,1909820.65,1788546.47,1958984.69,1907848.51,1787960.06,1740305.94,1833773.77,1686238.96,1627722.6,1694273.99,2004701.68,1868212.69,1727640.35,1766883.06
22840,1790639.16,1638612.99,1473304.05,1648115.26,1666523.49,1859688.23,1583162.41,1574215.76,1672189.63,1575967.66,1525815.91,1689391.79,1615774.7,1509310.5,1683702.54,1623569.77,1522547.14,1632834.53,1796283.36,1821191.7,1718511.39,1649049.88,1651350.06,1555191.7
23841,963906.89,1065180.6,1004871.56,1001872.91,1046683.48,1146682.47,1018389.44,1069548.8,1037453.69,1139301.88,1162825.76,1033086.58,1069743.38,1095594.74,1094019.36,987667.22,1106808.69,1051709.22,1055541.33,1064775.41,1065771.67,1094798.34,1100985.31,1064140.9
24840,1344571.59,1289537.67,1258397.74,1409552.13,1409259.06,1422615.44,1226107.36,1428326.96,1550792.03,1530443.41,1339623.78,1302742.4,1375531.37,1247499.54,1346827.99,1479219.17,1364564.05,1432555.27,1331855.87,1256516.06,1382200.56,1400767.72,1401820.38,1365786.52
25841,1399324.22,1407835.48,1502427.75,1374897.31,1503600.52,1543172.94,1497248.01,1422765.79,1405572.19,1465049.28,1423273.63,1488445.21,1445760.58,1430256.12,1440039.61,1486288.39,1394162.74,1350376.22,1534874.76,1545151.68,1453166.23,1504443.71,1609497.25,1470279.64
26841,2008778.13,1826093.91,1799399.59,1792622.81,1726595.22,1872119.05,1933436.8,1798912.77,1750041.64,1831350.8,1899719.62,2117491.0,1864478.32,1985823.32,1907871.43,1876916.38,1940844.98,1835740.81,1875193.83,1823014.3,1865505.31,1950805.0,1725950.59,1913128.11
27840,1859157.4,1872455.14,1801559.76,1900713.47,1914463.93,1947619.0,1845018.67,1749008.51,1752531.21,1975071.24,1781908.13,2002130.26,1772954.65,1710646.68,1953920.65,1844865.57,1807297.55,1790358.39,1809255.73,1755473.97,1557980.68,1749581.88,1951284.22,1837701.98
28840,787176.32,719586.21,785244.48,792067.71,794711.73,825656.44,780161.25,774624.67,734688.11,777650.29,772708.9,751923.7,794720.89,774573.54,763008.34,804110.64,744448.2,721175.52,840920.2,831710.09,803670.2,759131.35,830943.15,817227.99
29840,1097874.9,1011752.76,1112289.12,1106292.73,1124505.7,1099750.89,1099070.96,1154635.53,956380.41,1106548.6,1117264.2,1078505.25,1024074.31,1109353.86,1072602.57,1112001.25,1088771.06,1071586.95,1080156.46,1085598.16,1124457.97,975227.79,1123390.48,1057012.46
30840,1331327.18,1213958.04,1334737.61,1389159.6,1442296.24,1480692.81,1376038.14,1377025.96,1370163.53,1550876.15,1402754.74,1343046.63,1268983.52,1385195.9,1449000.03,1473174.91,1367309.83,1441685.33,1484643.13,1398875.18,1382308.85,1386638.53,1368908.81,1456203.83
31840,1035276.15,1190073.95,1189818.62,1249457.33,1150459.41,1079516.65,1246642.6,1198314.83,1102568.33,1237437.61,1264069.47,1235644.48,1147307.54,1118879.09,1135771.06,1236431.37,1202344.01,1165581.68,1249279.42,1130843.76,1172499.24,1290754.86,1199070.57,1142258.37
32840,835290.02,820590.15,888670.65,867069.87,772531.54,831954.41,886853.48,806870.61,830549.83,828210.19,822779.48,806608.56,807478.97,833472.19,849424.19,879284.09,853176.71,820908.07,866222.6,888361.4,844579.99,843281.31,880137.36,849776.03
