0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1417991.49,1558575.59,1498206.46,1561849.21,1262464.7,1302931.76,1350843.68,1551446.95,1380844.36,1429047.84,1542923.55,1440563.55,1406608.68,1377075.75,1534017.18,1360035.54,1519358.48,1478236.41,1531383.08,1443433.46,1353665.53,1540586.35,1520849.92,1464634.54
1109,1792018.08,1582356.49,1643219.91,1705717.65,1797703.38,1519997.68,1776532.69,1695992.48,1815974.26,1773727.5,1640062.23,1404819.52,1623750.82,1605933.25,1696909.67,1716412.85,1720651.34,1630026.15,1581128.09,1645115.62,1711954.33,1660550.26,1651603.15,1707162.49
2109,1996207.34,1969365.18,1940577.79,2096945.74,2049824.68,2043313.16,1829264.26,2048705.16,2144734.82,2087523.98,2035843.22,1945807.75,1852485.28,2055766.96,2134818.67,2047070.95,2049616.21,2170139.07,1859799.01,1924520.96,1928082.41,2170822.65,2047454.51,2004534.34
3109,1851449.93,1700447.07,1838888.28,1850322.68,1781839.45,1829744.92,1766357.24,1681800.27,1803842.46,1672947.01,1966355.63,1692527.26,1889152.0,1778586.23,1857358.54,1743946.56,1661004.37,1691231.91,1599550.01,1697792.46,1946945.64,1646411.39,1840767.52,1799047.58
4109,2178067.6,2369143.94,2358100.68,2408010.08,2288941.47,2263560.78,2181613.93,2308266.23,2102795.13,2316591.32,2301476.7,2328543.74,2324977.56,2208195.76,2292355.27,2228002.59,2458554.28,2245885.12,2391419.72,2450039.77,2489531.03,2228270.44,2103460.1,2305699.05
5109,2184590.28,2161936.64,2244828.64,2175782.58,2199495.44,2064368.65,2299032.55,2190376.24,2197840.27,2193692.16,2298992.56,2335599.77,2309527.23,2297991.04,1997038.67,2132885.38,2177397.0,2316722.14,2166924.69,2146866.72,2231286.89,2099597.27,2194993.97,2318985.69
6109,1953230.74,2053211.37,1941294.06,1908291.74,2101307.54,2041748.75,1909699.11,1901559.7,2044063.35,2050497.8,1952314.01,1758420.31,1949073.58,1866690.17,1990910.78,1914868.5,1964386.24,1825654.44,1946465.41,1936476.8,1872171.38,2062152.68,1914582.48,1768693.63
7109,1530916.49,1436537.73,1489632.16,1408328.78,1523758.28,1374007.97,1406660.86,1463031.57,1423771.18,1385166.01,1442826.45,1563988.77,1434237.66,1597684.09,1417938.98,1588923.11,1371011.93,1504800.13,1403561.84,1495636.57,1379801.39,1384097.86,1465297.53,1598304.4
8109,2887720.41,2917678.14,2761428.46,2686056.97,2985753.56,2750614.69,2660850.93,2936762.22,2698396.47,2670111.44,2774391.69,2801144.25,2660689.77,2514415.58,2743908.37,2816757.3,2879165.71,2589428.49,2667525.2,2839584.12,2833722.4,2634379.7,2510876.23,2773907.34
